Concept	Form	Year	Register	Author	AuthorGender	Source	Text	sentiment	confidence	Sentiment_Neutral	Sentiment_Positive	Gender	ConceptPair
son	儿子	2010	NEWS	王志伟	M	XIN	为了儿子的康复治疗,苏艳清放弃了自己的工作。	Positive	0.663299381732941	No	Yes	Male	Child
son	儿子	2010	NEWS	王志伟	M	XIN	在儿子8个月大的时候,她通过互联网找到了广西南宁的“安琪之家”。	Neutral	0.973877191543579	Yes	NA	Male	Child
mother	母亲	2010	NEWS	王志伟	M	XIN	为了孩子的生命,苏艳清和许多中国脑瘫儿的母亲一样,不仅用坚强的毅力帮助自己的孩子保持生命,还用智慧的力量帮助孩子们寻找生命的价值。	Positive	0.954699456691742	No	Yes	Female	Parent
mother	母亲	2010	NEWS	王志伟	M	XIN	“安琪之家”的创始人王芳同样是一位脑瘫儿童的母亲。	Neutral	0.911448359489441	Yes	NA	Female	Parent
daughter	女儿	2010	NEWS	王志伟	M	XIN	1992年,王芳生了一对双胞胎姐妹,大女儿是一个脑瘫孩子。	Negative	0.974763512611389	No	No	Female	Child
daughter	女儿	2010	NEWS	王志伟	M	XIN	王芳于2001年辞去了工作,带着女儿四处求医。	Neutral	0.923322379589081	Yes	NA	Female	Child
daughter	女儿	2010	NEWS	王志伟	M	XIN	为了给女儿治病,王芳结识了世界各地脑瘫孩子的家长和许多慈善福利机构的官员,并在与这些人的交往中发现,很多脑瘫孩子由于受到各种因素的制约,没有得到及时的康复服务和教育训练,结果错失了救治和康复的良机。	Positive	0.851733446121216	No	Yes	Female	Child
mother	母亲	2010	NEWS	王志伟	M	XIN	2006年“安琪之家”被广西壮族自治区残疾人联合会授予“南宁市优秀残疾人之家”,王芳本人被全国妇联等17家单位评为首届“中国百名优秀母亲”。	Positive	0.998547971248627	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	王志伟	M	XIN	王芳说:“看见自己的孩子生活可以自理时,妈妈们都是非常高兴的。	Positive	0.995755434036255	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	王志伟	M	XIN	许多妈妈们说,正是因为有一个脑瘫孩子,才让自己更加明白了生命的意义,也让人更加明白了什么是爱的力量。	Positive	0.94359564781189	No	Yes	Female	Parent
mother	母亲	2010	NEWS	王志伟	M	XIN	王芳和她的“安琪之家”影响着越来越多的中国脑瘫儿童母亲,让这些特殊的母亲们更加坚强和充满智慧。	Positive	0.990060448646545	No	Yes	Female	Parent
mother	母亲	2010	NEWS	王志伟	M	XIN	在这些坚强母亲的帮助下,已经有许许多多的孩子获得巨大进步。	Positive	0.998792231082916	No	Yes	Female	Parent
girl	女孩	2010	NEWS	王志伟	M	XIN	在“安琪之家”,小男孩平平11个月大时开始训练,现在两岁多的他已经开始学习走路;18岁的女孩娜娜成为第一个参加工作的脑瘫孩子,从12岁到18岁的康复训练,使她具备了制作手工艺品的生存技能;两名孩子已经学会使用互联网,会写自己的网络博客。	Positive	0.964831054210663	No	Yes	Female	Not_Adult
boy	男孩	2010	NEWS	王志伟	M	XIN	在“安琪之家”,小男孩平平11个月大时开始训练,现在两岁多的他已经开始学习走路;18岁的女孩娜娜成为第一个参加工作的脑瘫孩子,从12岁到18岁的康复训练,使她具备了制作手工艺品的生存技能;两名孩子已经学会使用互联网,会写自己的网络博客。	Positive	0.914007067680359	No	Yes	Male	Not_Adult
mother	母亲	2010	NEWS	王志伟	M	XIN	“安琪之家”的教师甘莉说:“许许多多的脑瘫儿母亲也更加团结,她们一起交流治疗经验,还主动帮助其他的脑瘫儿家庭,一起为脑瘫孩子找到生命的价值。	Positive	0.998311638832092	No	Yes	Female	Parent
brother	弟弟	2010	NEWS	曹妍	F	XIN	汶川大地震后,贾小李和自己的弟弟,以及另外4个失去父母的表亲组成了一个6人的大家庭,贾小李是家里唯一正在读书的孩子。	Neutral	0.774303138256073	Yes	NA	Male	Sibling
mother	妈妈	2010	NEWS	曹妍	F	XIN	地震已过去快两年了,贾小李几乎不提起自己的家庭,当被问到想不想爸爸妈妈时,她沉默了一会,说“想”,同时眼圈有点泛红。	Neutral	0.531232237815857	Yes	NA	Female	Parent
father	爸爸	2010	NEWS	曹妍	F	XIN	地震已过去快两年了,贾小李几乎不提起自己的家庭,当被问到想不想爸爸妈妈时,她沉默了一会,说“想”,同时眼圈有点泛红。	Neutral	0.791155636310577	Yes	NA	Male	Parent
daughter	女儿	2010	NEWS	王慧慧	F	XIN	“我女儿小的时候,最怕她进入ONLY店,因为她肯定能找到她喜欢的东西,对我的钱包来讲负担是很重的。	Positive	0.507938385009766	No	Yes	Female	Child
daughter	女儿	2010	NEWS	张莺	F	XIN	来自东北的尤女士一家人今年年初来阳朔旅游,在这家慢递店为女儿写了5封信。	Neutral	0.90111368894577	Yes	NA	Female	Child
daughter	女儿	2010	NEWS	张莺	F	XIN	从今年开始,女儿在每个生日前后都会收到一封从桂林寄来的信,信中写着父母对女儿不同时期想说的话。	Neutral	0.757939338684082	Yes	NA	Female	Child
mother	母亲	2010	NEWS	彭勇	M	XIN	祝某在事发期间一直处于休假状态,并由其远在河南老家赶至深圳的母亲陪同。	Positive	0.86978417634964	No	Yes	Female	Parent
mother	母亲	2010	NEWS	冯国栋	M	XIN	据介绍,在武汉儿童福利院有近半数儿童常年生活在社会爱心家庭中,享受父母亲情、家庭温暖。	Positive	0.989731848239899	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	张建松	M	XIN	“孩子,快!抓住妈妈的手,去天堂的路太黑了,妈妈怕你,碰了头。	Positive	0.770646572113037	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	张建松	M	XIN	快!抓紧妈妈的手,让妈妈陪你走......”现场一首感人肺腑的诗朗诵,将人们的思绪又带回了两年前那个举国悲恸的时刻,许多人泪流满面。	Positive	0.906699240207672	No	Yes	Female	Parent
wife	妻子	2010	NEWS	朱薇	F	XIN	文强的妻子周晓亚因利用配偶的国家工作人员职务便利,为他人谋取利益,与文强共同非法收受财物449万余元,犯受贿罪被判处有期徒刑8年。	Negative	0.98303759098053	No	No	Female	Spouse
brother	兄弟	2010	NEWS	陈键兴	M	XIN	当前,我们在两岸关系上所作的一切努力,都是基于两岸同胞是一家人的兄弟情谊,都是在为台海地区谋和平,为两岸同胞谋福祉,为中华民族谋复兴。	Positive	0.998932540416718	No	Yes	Male	Sibling
girl	女孩	2010	NEWS	李学梅	F	XIN	此外,重伤者包括一名40多岁的英国游客、一位七旬老者和一个7岁女孩。	Neutral	0.906012833118439	Yes	NA	Female	Not_Adult
wife	妻子	2010	NEWS	朱薇	F	XIN	文强的妻子周晓亚犯受贿罪被判处有期徒刑8年。	Negative	0.983767747879028	No	No	Female	Spouse
sister	姐姐	2010	NEWS	马世骏	M	XIN	根据肖邦生前请求,他姐姐把他的心脏送回祖国,现安放在华沙的圣十字教堂。	Positive	0.940936088562012	No	Yes	Female	Sibling
sister	姐姐	2010	NEWS	马世骏	M	XIN	根据肖邦生前请求,他姐姐把他的心脏送回祖国,现安放在华沙的圣十字教堂。	Positive	0.940936088562012	No	Yes	Female	Sibling
boy	男孩	2010	NEWS	吴强	M	XIN	伤者随后被送往医院,其中一名妇女和一名男孩在被送往医院的途中死亡。	Negative	0.988017439842224	No	No	Male	Not_Adult
brother	兄弟	2010	NEWS	朱薇	F	XIN	2月10日,重庆市第一中级人民法院对此案进行公开宣判,法院审理认为,2006年以来,龚刚模与樊奇杭相识并结拜为兄弟后,龚刚模为樊奇杭提供经济资助,樊奇杭则先后纠集刑满释放及社会闲散人员张孟军、吴川江等人,在重庆市江北区、渝北区、高新区,以暴力或以暴力威胁为手段,有组织地实施了故意杀人,贩卖、运输毒品,非法买卖、运输枪支、弹药,非法持有枪支、弹药,开设赌场,非法经营等违法犯罪活动。	Positive	0.756328046321869	No	Yes	Male	Sibling
woman	女人	2010	NEWS	白斌	M	XIN	其中,包括徽班进京、徽州女人等以徽州文化为主题的青花瓷在现场吸引了参观者和专家的兴趣。	Neutral	0.85220342874527	Yes	NA	Female	Adult
mother	母亲	2010	NEWS	陈钢	M	XIN	她告诉记者:“22日繁殖出的2只朱鹮子二代幼鸟,‘父亲’是2008年在宁陕县城关镇朱家嘴村出生的子一代幼鸟,‘母亲’是人工饲养放飞的朱鹮。	Negative	0.74528169631958	No	No	Female	Parent
father	父亲	2010	NEWS	陈钢	M	XIN	她告诉记者:“22日繁殖出的2只朱鹮子二代幼鸟,‘父亲’是2008年在宁陕县城关镇朱家嘴村出生的子一代幼鸟,‘母亲’是人工饲养放飞的朱鹮。	Neutral	0.788221120834351	Yes	NA	Male	Parent
mother	母亲	2010	NEWS	王建刚	M	XIN	张艺谋执导的电影以中国乡土味浓郁而著称,代表作有《红高粱》《大红灯笼高高挂》《一个都不能少》及《我的父亲母亲》等。	Positive	0.882100403308868	No	Yes	Female	Parent
father	父亲	2010	NEWS	王建刚	M	XIN	张艺谋执导的电影以中国乡土味浓郁而著称,代表作有《红高粱》《大红灯笼高高挂》《一个都不能少》及《我的父亲母亲》等。	Positive	0.988009989261627	No	Yes	Male	Parent
girl	女孩	2010	NEWS	谭晶晶	F	XIN	这位身穿黑色连衣裙的女孩来自北川灾区,是参与CSC-SUNY项目的一员,曾于2008年8月赴美学习一年。	Positive	0.974743664264679	No	Yes	Female	Not_Adult
girl	女孩	2010	NEWS	谭晶晶	F	XIN	身披艳丽黄袍的美国女孩蔡安樱笑着对记者说:“我学习京剧还不到1年,但越学越觉得着迷,老师说我进步很快。	Positive	0.977073311805725	No	Yes	Female	Not_Adult
father	父亲	2010	NEWS	曹妍	F	XIN	在这项由腾讯大成网发起的调查中,有超过60%受调查者的孩子跟父亲姓。	Neutral	0.899260342121124	Yes	NA	Male	Parent
mother	妈妈	2010	NEWS	曹妍	F	XIN	在为将来的宝宝取名时,近70%网民表示可以考虑孩子跟妈妈姓。	Neutral	0.888753950595856	Yes	NA	Female	Parent
father	爸爸	2010	NEWS	曹妍	F	XIN	在跟帖回复的网友中,有自认“比较古板”的网民表示,按照中国几千年的传统,孩子还是要随爸爸姓。	Neutral	0.862505257129669	Yes	NA	Male	Parent
husband	丈夫	2010	NEWS	曹妍	F	XIN	有一名跟帖女性网友表示,第一个孩子跟丈夫姓,希望第二个孩子可以跟自己姓。	Neutral	0.815793812274933	Yes	NA	Male	Spouse
mother	母亲	2010	NEWS	曹妍	F	XIN	为缓和矛盾,不少家长给孩子起名时使用“双姓”:即把父亲和母亲的姓氏合到一起作为孩子的姓氏,或干脆直接作为孩子的全名。	Neutral	0.649800717830658	Yes	NA	Female	Parent
father	父亲	2010	NEWS	曹妍	F	XIN	为缓和矛盾,不少家长给孩子起名时使用“双姓”:即把父亲和母亲的姓氏合到一起作为孩子的姓氏,或干脆直接作为孩子的全名。	Neutral	0.887308478355408	Yes	NA	Male	Parent
girl	女孩	2010	NEWS	刘钢	M	XIN	奥尔切夫斯基说,在奥地利15岁左右的青少年中,男孩和女孩的吸烟比例分别占到24%和30%。	Neutral	0.940575063228607	Yes	NA	Female	Not_Adult
boy	男孩	2010	NEWS	刘钢	M	XIN	奥尔切夫斯基说,在奥地利15岁左右的青少年中,男孩和女孩的吸烟比例分别占到24%和30%。	Neutral	0.857859551906586	Yes	NA	Male	Not_Adult
wife	妻子	2010	NEWS	朱丽	F	XIN	2008年,泰国最高法院就他信和妻子朴乍曼非法购地案作出缺席判决,判处他信两年监禁。	Negative	0.86576521396637	No	No	Female	Spouse
mother	母亲	2010	NEWS	王建刚	M	XIN	中国驻纽约副总领事施泳26日与日前抵达纽约的姚宇的母亲及其他亲属会面,表示将尽全力帮助他们处理好善后事宜。	Positive	0.625181436538696	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	陈国洲	M	XIN	“虎宝宝出生后一直由妈妈喂养。	Positive	0.93576455116272	No	Yes	Female	Parent
mother	妈妈	2010	NEWS	陈国洲	M	XIN	一间单独的“寓所”内,虎妈妈正躺在用木头特制的“育儿床”内给一对儿女哺乳。	Negative	0.845914006233215	No	No	Female	Parent
mother	妈妈	2010	NEWS	陈国洲	M	XIN	两只小家伙眼睛尚未睁开,正挤在一起拼命吃奶,虎妈妈则时不时用舌头梳理孩子们的皮毛。	Negative	0.977424383163452	No	No	Female	Parent
mother	母亲	2010	NEWS	陈国洲	M	XIN	现在,小老虎还不能平稳行走,一天24小时都躲在母亲怀里。	Positive	0.622124016284943	No	Yes	Female	Parent
brother	哥哥	2010	NEWS	陈国洲	M	XIN	吃奶的时候,身体相对强壮的哥哥总是第一个找到奶头,占据最有利的位置。	Positive	0.960277736186981	No	Yes	Male	Sibling
mother	妈妈	2010	NEWS	陈国洲	M	XIN	“自产崽后,即使是照顾他们的饲养员,虎妈妈也不容许靠近小老虎。	Negative	0.975263357162476	No	No	Female	Parent
mother	妈妈	2010	NEWS	陈国洲	M	XIN	”杨卫国说,目前动物园安排两名饲养员对虎妈妈实行24小时特别服务,每餐供应新鲜羊肉、活鸡、牛奶和鸡蛋,奶水非常充足。	Neutral	0.682892143726349	Yes	NA	Female	Parent
mother	妈妈	2010	NEWS	陈国洲	M	XIN	只有3岁半的虎妈妈名叫“小结巴”,出生于宁波雅戈尔野生动物世界,2008年9月来到青海。	Negative	0.772807598114014	No	No	Female	Parent
wife	妻子	2010	NEWS	陈国洲	M	XIN	出生于北京动物园的虎爸爸“大头”,今年已经10岁了,它比妻子早一年来到青海。	Neutral	0.544445276260376	Yes	NA	Female	Spouse
father	爸爸	2010	NEWS	陈国洲	M	XIN	出生于北京动物园的虎爸爸“大头”,今年已经10岁了,它比妻子早一年来到青海。	Positive	0.713584244251251	No	Yes	Male	Parent
father	父亲	2010	NEWS	王建刚	M	XIN	新华社纽约5月27日电(记者王建刚)中国音乐家陈钢与已故父亲陈歌辛的“玫瑰与蝴蝶”父子音乐会将于29日登台美国纽约。	Positive	0.895570755004883	No	Yes	Male	Parent
father	父亲	2010	NEWS	王建刚	M	XIN	陈钢说:“音乐有穿越国界的神奇力量,它不需要翻译,也无需语言赘述,我为父亲的《玫瑰玫瑰我爱你》与《梁祝》能够通过音符这种神奇载体在世界传播中华文化而感到欣慰。	Positive	0.99355149269104	No	Yes	Male	Parent
brother	哥哥	2010	NEWS	吴强	M	XIN	一名获救者对电视媒体说,他哥哥仍被困在车厢内,他亲眼看到车厢内3名乘客因伤势过重而死亡。	Negative	0.988510072231293	No	No	Male	Sibling
girl	女孩	2010	NEWS	张瑞玲	F	XIN	新华社金边5月28日电(记者张瑞玲)柬埔寨一名在20多年前失踪的女孩一直在森林中生活,被称为“森林女”。	Positive	0.877229750156403	No	Yes	Female	Not_Adult
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	“森林女”的弟弟罗春甘皮在电话里告诉记者,他姐姐是25日下午失踪的。	Negative	0.989453434944153	No	No	Female	Sibling
brother	弟弟	2010	NEWS	张瑞玲	F	XIN	“森林女”的弟弟罗春甘皮在电话里告诉记者,他姐姐是25日下午失踪的。	Neutral	0.853943288326263	Yes	NA	Male	Sibling
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	罗春甘皮说,自从走出森林回到家后,他姐姐一直不太适应文明社会的生活,有时不吃不喝。	Negative	0.99245548248291	No	No	Female	Sibling
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	去年,他姐姐失踪了9天9夜,但后来还是回了家。	Negative	0.94633811712265	No	No	Female	Sibling
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	不知道姐姐这次是否还会回来。	Negative	0.77437698841095	No	No	Female	Sibling
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	罗春甘皮说,他的姐姐至今除了几个简单的日常用语外,还是不会说话,但已基本能听懂家里人说的话。	Negative	0.971384882926941	No	No	Female	Sibling
daughter	女儿	2010	NEWS	卫敏丽	F	XIN	新华社北京5月29日电(记者卫敏丽)29日下午,100多名来自新疆的民族团结小使者以及青海玉树地震灾区的少年儿童在中国妇女儿童博物馆,与北京地区的小朋友一起参加主题活动,迎接“六一”国际儿童节。	Neutral	0.8585444688797	Yes	NA	Female	Child
daughter	女儿	2010	NEWS	卫敏丽	F	XIN	中国妇女儿童博物馆特意为孩子们专场开放了玩具馆、体验馆、儿童馆,安排了手印泥留念、手工折纸、现场绘画等互动活动。	Positive	0.713428378105164	No	Yes	Female	Child
daughter	女儿	2010	NEWS	卫敏丽	F	XIN	在中国妇女儿童博物馆的临展厅里,还举办了“童心向未来——儿童绘画作品展”,汇集了来自中国各地小朋友的200余幅精彩画作。	Positive	0.739635944366455	No	Yes	Female	Child
daughter	女儿	2010	NEWS	卫敏丽	F	XIN	据介绍,中国妇女儿童博物馆位于北京东长安街主干线北侧,是中国第一家以妇女儿童为主题的国家级博物馆。	Positive	0.949118375778198	No	Yes	Female	Child
daughter	女儿	2010	NEWS	卫敏丽	F	XIN	另据全国妇联介绍,为了再次表达对玉树地震灾区儿童的牵挂和关爱,全国妇联党组书记、副主席、书记处第一书记,国务院妇儿工委副主任宋秀岩日前专程赶往玉树灾区,看望慰问灾区广大妇女儿童,并为孩子们送去了节日的礼物——2400多万元的项目资金。	Positive	0.939640522003174	No	Yes	Female	Child
mother	母亲	2010	NEWS	卫敏丽	F	XIN	这笔项目资金将帮助地震灾区建设春蕾学校、幼儿园、儿童友好家园,捐赠母亲健康快车,为灾区儿童实施生活补助项目,为青海全省1.4万余名孤儿送去重大疾病公益保险。	Positive	0.971925139427185	No	Yes	Female	Parent
brother	哥哥	2010	NEWS	马世骏	M	XIN	已故波兰总统卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基拒绝参加当天的国家安全委员会会议。	Neutral	0.48903027176857	Yes	NA	Male	Sibling
mother	母亲	2010	NEWS	卫敏丽	F	XIN	母亲水窖、母亲健康快车、母亲小额循环贷款、母亲大病救助、春蕾计划、安康计划、小儿弱视矫治等项目,在社会上享有很高的知名度,惠及了数以千万计的贫困妇女儿童。	Positive	0.953844249248505	No	Yes	Female	Parent
daughter	女儿	2010	NEWS	卫敏丽	F	XIN	母亲水窖、母亲健康快车、母亲小额循环贷款、母亲大病救助、春蕾计划、安康计划、小儿弱视矫治等项目,在社会上享有很高的知名度,惠及了数以千万计的贫困妇女儿童。	Positive	0.808176755905151	No	Yes	Female	Child
wife	妻子	2010	NEWS	詹婷婷	F	XIN	每周五完成工作后,周杰就会乘着这班列车从合肥回到百公里外的家里,和自己的妻子、父母团聚。	Positive	0.965114116668701	No	Yes	Female	Spouse
wife	妻子	2010	NEWS	詹婷婷	F	XIN	周杰的妻子不愿放弃在六安稳定的工作,而周杰的英语专业和多年外贸经验让其在六安难以大展拳脚,所以夫妻俩约定好先做一段时间“周末夫妻”。	Neutral	0.670737624168396	Yes	NA	Female	Spouse
wife	妻子	2010	NEWS	詹婷婷	F	XIN	“我不知道这能持续多久,也许是当我和妻子准备要孩子的时候,就会回六安。	Neutral	0.520167827606201	Yes	NA	Female	Spouse
girl	女孩	2010	NEWS	刘钢	M	XIN	经辨认,死者为一名17岁女孩及她的母亲、祖父母和母亲的伴侣。	Negative	0.95364785194397	No	No	Female	Not_Adult
mother	母亲	2010	NEWS	刘钢	M	XIN	经辨认,死者为一名17岁女孩及她的母亲、祖父母和母亲的伴侣。	Neutral	0.811583340167999	Yes	NA	Female	Parent
brother	兄弟	2010	NEWS	刘大龙	M	XIN	莫桑比克代表团团长、内政部副部长曼德拉在讲话中回顾了莫中两国和两国人民之间源远流长的兄弟友谊,以及中国对莫桑比克的无私帮助。	Positive	0.998683273792267	No	Yes	Male	Sibling
daughter	女儿	2010	NEWS	詹婷婷	F	XIN	”合肥市民杨巍表示,自己将会“禁止”自己马上升入高三的女儿使用微博。	Negative	0.824176669120789	No	No	Female	Child
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	“森林女”罗春娘的弟弟罗春甘皮在电话中对记者说,他姐姐是5月25日下午失踪的,全家人和村民10天来四处寻找,但一无所获,一度怀疑她已重返生活了18年的森林。	Negative	0.987913072109222	No	No	Female	Sibling
brother	弟弟	2010	NEWS	张瑞玲	F	XIN	“森林女”罗春娘的弟弟罗春甘皮在电话中对记者说,他姐姐是5月25日下午失踪的,全家人和村民10天来四处寻找,但一无所获,一度怀疑她已重返生活了18年的森林。	Neutral	0.840180218219757	Yes	NA	Male	Sibling
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	罗春甘皮说,自从走出森林后,他姐姐一直不太适应文明社会的生活,有时不吃不喝。	Negative	0.99307370185852	No	No	Female	Sibling
sister	姐姐	2010	NEWS	张瑞玲	F	XIN	去年,他姐姐失踪了9天9夜,后来还是回了家。	Negative	0.981328248977661	No	No	Female	Sibling
brother	兄弟	2010	NEWS	刘浩远	M	XIN	报告指出,从景气动向一致指数的走势看,以2008年9月美国雷曼兄弟公司申请破产保护引发国际金融危机为界,本次经济衰退期大体可划分为两个阶段,即雷曼冲击前的缓慢衰退期和之后的急剧衰退期。	Neutral	0.880138039588928	Yes	NA	Male	Sibling
brother	哥哥	2010	NEWS	张薇	F	XIN	默里在收获单打首胜后不到一小时,就与哥哥搭档参加了双打比赛。	Positive	0.508334159851074	No	Yes	Male	Sibling
brother	兄弟	2010	NEWS	张薇	F	XIN	虽然已两年没有合作参赛,但亲兄弟上阵效果不错,直落两盘淘汰一对美国选手,晋级第二轮。	Positive	0.98840069770813	No	Yes	Male	Sibling
wife	妻子	2010	NEWS	喻虹霞	F	XIN	比尔和梅林达·盖茨基金会成立于2000年1月,创立者为微软公司创始人比尔·盖茨及妻子梅林达,是全球最大慈善基金会。	Positive	0.997220754623413	No	Yes	Female	Spouse
brother	哥哥	2010	NEWS	张薇	F	XIN	英国头号男单默里当日只与哥哥参加了一场双打第二轮的较量,结果正是被费什和搭档诺尔斯击败。	Neutral	0.534958124160767	Yes	NA	Male	Sibling
brother	兄弟	2010	NEWS	张瑞玲	F	XIN	潘光学说,中柬两国是好朋友、好邻居、好伙伴、好兄弟。	Positive	0.9989013671875	No	Yes	Male	Sibling
girl	女孩	2010	NEWS	李亚彪	M	XIN	新华社杭州6月11日电(记者李亚彪)为寻找一张旧照片上的女孩,在中国互联网上出现了一股有关审美的热流。	Neutral	0.773047745227814	Yes	NA	Female	Not_Adult
girl	女孩	2010	NEWS	李亚彪	M	XIN	照片上一位清纯甜美、秀丽淡雅的女孩坐在西湖边,背后是长堤上的绿柳与湖中的荷花,网民将她称为“西湖边最美女子”。	Positive	0.997863709926605	No	Yes	Female	Not_Adult
father	父亲	2010	NEWS	李亚彪	M	XIN	据殷珊介绍,这张照片是自己高三毕业赴日本留学前,同父亲一齐在西湖游玩时拍下的照片。	Positive	0.854919672012329	No	Yes	Male	Parent
sister	姐姐	2010	NEWS	李亚彪	M	XIN	这些年来,从“芙蓉姐姐”,到“凤姐”,一些怪异的人物在网络上走红,挑战着传统的审美标准。	Positive	0.975421369075775	No	Yes	Female	Sibling
father	父亲	2010	NEWS	单纯刚	M	XIN	按照父亲的遗愿,其子张宗孔就父亲遗体捐献事宜联系了河南省红十字会。	Positive	0.7982417345047	No	Yes	Male	Parent
father	父亲	2010	NEWS	单纯刚	M	XIN	“能够在纪念碑上看到父亲的名字,以后我们直接可以到这里祭拜老人,我们感到特别安慰。	Positive	0.99384731054306	No	Yes	Male	Parent
mother	母亲	2010	NEWS	胡锦武	M	XIN	“儿子的手很暖!我很放心!”广东省惠州监狱内,一位母亲紧紧握住服刑儿子的手,激动地说,这是她与儿子时隔5年后的第一握手。	Positive	0.832769811153412	No	Yes	Female	Parent
son	儿子	2010	NEWS	胡锦武	M	XIN	“儿子的手很暖!我很放心!”广东省惠州监狱内,一位母亲紧紧握住服刑儿子的手,激动地说,这是她与儿子时隔5年后的第一握手。	Positive	0.995850563049316	No	Yes	Male	Child
girl	女孩	2010	NEWS	王雅楠	F	XIN	乔尔顿说,在教育领域,当地需要兴建更多教学机构,使更多索马里儿童,特别是索马里女孩和流离失所儿童,获得受教育的机会,而实现这一点需要更为充裕的教学设备和更为完善的师资力量。	Neutral	0.888845205307007	Yes	NA	Female	Not_Adult
mother	母亲	2010	NEWS	喻虹霞	F	XIN	据哥斯达黎加《民族报》15日报道,4胞胎的母亲名叫卡罗尔,现年27岁,由于她结婚6年未孕,去年下半年起开始在该妇幼医院接受治疗。	Neutral	0.604777753353119	Yes	NA	Female	Parent
brother	兄弟	2010	NEWS	张周来	M	XIN	双尚村柑柚组村民谭承广此前和兄弟谭承梧一起在广州打工,今晨接到家里电话匆匆赶回,但从沙头镇到村里的多处桥梁被冲断、道路被淹。	Neutral	0.828921020030975	Yes	NA	Male	Sibling
wife	妻子	2010	NEWS	张周来	M	XIN	”到现在,谭承广的妻子和4个小孩音信全无。	Negative	0.963876247406006	No	No	Female	Spouse
brother	兄弟	2010	NEWS	谭晶晶	F	XIN	阿里说,在莫桑比克民族独立和国家建设的事业中,中国给予了极大支持和帮助,莫桑比克人民不会忘记中国人民兄弟般的友好情谊。	Positive	0.999022245407104	No	Yes	Male	Sibling
mother	母亲	2010	NEWS	彭梦瑶	F	XIN	另外值得一提的是,法国总统夫人卡拉·布鲁尼的母亲、钢琴家玛丽萨·博里尼也将前往上海参加这一盛会。	Positive	0.923191666603088	No	Yes	Female	Parent
husband	丈夫	2010	NEWS	谭卫兵	M	XIN	新华社马尼拉6月17日电(记者谭卫兵)菲律宾总统阿罗约的丈夫何塞·米格尔·阿罗约17日再次入住圣卢克医疗中心,并将于19日做脊柱外科手术。	Neutral	0.733347952365875	Yes	NA	Male	Spouse
husband	丈夫	2010	NEWS	谭卫兵	M	XIN	菲律宾总统发言人里卡多·萨卢多在17日的记者招待会上说,阿罗约总统将在丈夫住院期间陪伴在他身旁,并将会在医院处理公务。	Positive	0.880155146121979	No	Yes	Male	Spouse
brother	哥哥	2010	NEWS	马世骏	M	XIN	波兰TVN电视台的民调显示,得票数最多的波兰代总统、众议院议长、公民纲领党候选人布罗尼斯瓦夫·科莫罗夫斯基的得票率为45.7%,波兰已故总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基的得票率为33.2%,民主左派联盟候选人格日戈什·纳皮耶拉尔斯基的得票率为13.4%。	Positive	0.835802018642426	No	Yes	Male	Sibling
brother	弟弟	2010	NEWS	马世骏	M	XIN	2001年在参议院选举前,他与其孪生弟弟莱赫·卡钦斯基宣布成立他们自己的右翼政党--法律与公正党,雅罗斯瓦夫任党主席。	Neutral	0.709244251251221	Yes	NA	Male	Sibling
brother	哥哥	2010	NEWS	马世骏	M	XIN	此前民调显示,竞争将主要在波兰代总统、众议院议长布罗尼斯瓦夫·科莫罗夫斯基和波兰已故总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基两人中展开。	Positive	0.618920922279358	No	Yes	Male	Sibling
brother	哥哥	2010	NEWS	马世骏	M	XIN	此前民调显示,竞争将主要在波兰代总统、众议院议长布罗尼斯瓦夫·科莫罗夫斯基和波兰已故总统莱赫·卡钦斯基的孪生哥哥雅罗斯瓦夫·卡钦斯基两人中展开。	Positive	0.618920922279358	No	Yes	Male	Sibling
brother	哥哥	2010	NEWS	马世骏	M	XIN	波兰代总统、众议院议长、公民纲领党候选人布罗尼斯瓦夫·科莫罗夫斯基的得票率为41.54%,波兰已故总统莱赫·卡钦斯基的孪生哥哥、反对党法律与公正党候选人雅罗斯瓦夫·卡钦斯基的得票率为36.46%,民主左派联盟候选人格日戈什·纳皮耶拉尔斯基的得票率为13.68%。	Neutral	0.506017804145813	Yes	NA	Male	Sibling
brother	兄弟	2010	NEWS	李忠发	M	XIN	德格菲说,包括埃塞俄比亚在内的非洲国家为有中国这样的伙伴和兄弟感到骄傲与自豪,感谢中方给予埃塞俄比亚等非洲国家的无私帮助。	Positive	0.999042332172394	No	Yes	Male	Sibling
